cv_number,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,base_score,base_severity
CVE-2024-22147,2024-02-01T04:13Z,2024-01-27T00:15Z,,,,,7.2,HIGH
CVE-2024-22148,2024-02-03T00:30Z,2024-02-01T10:15Z,,,,,6.1,MEDIUM
CVE-2024-22149,2024-03-27T12:29Z,2024-03-27T06:15Z,,,,,,
CVE-2024-2215,2024-05-01T18:15Z,2024-03-06T17:15Z,,,,,,
CVE-2024-22150,2024-02-06T15:42Z,2024-01-31T19:15Z,,,,,5.4,MEDIUM
CVE-2024-22152,2024-01-30T17:36Z,2024-01-24T12:15Z,,,,,7.2,HIGH
CVE-2024-22153,2024-02-06T15:43Z,2024-01-31T19:15Z,,,,,4.8,MEDIUM
CVE-2024-22154,2024-01-31T20:20Z,2024-01-24T13:15Z,,,,,7.5,HIGH
CVE-2024-22155,2024-04-08T18:48Z,2024-04-07T18:15Z,,,,,,
CVE-2024-22156,2024-03-26T17:09Z,2024-03-26T13:15Z,,,,,,
CVE-2024-22158,2024-02-06T15:25Z,2024-01-31T19:15Z,,,,,5.4,MEDIUM
CVE-2024-22159,2024-02-06T15:37Z,2024-01-31T19:15Z,,,,,6.1,MEDIUM
CVE-2024-2216,2024-05-01T18:15Z,2024-03-06T17:15Z,,,,,,
CVE-2024-22160,2024-02-05T22:22Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22161,2024-02-05T22:25Z,2024-01-31T18:15Z,,,,,4.8,MEDIUM
CVE-2024-22162,2024-02-06T14:46Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22163,2024-02-06T14:57Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22164,2024-04-10T01:15Z,2024-01-09T17:15Z,,,,,4.3,MEDIUM
CVE-2024-22165,2024-04-10T01:15Z,2024-01-09T17:15Z,,,,,6.5,MEDIUM
CVE-2024-22167,2024-03-14T12:52Z,2024-03-13T21:15Z,,,,,,
CVE-2024-2217,2024-04-10T19:49Z,2024-04-10T17:15Z,,,,,,
CVE-2024-22177,2024-04-02T12:50Z,2024-04-02T07:15Z,,,,,,
CVE-2024-22178,2024-04-03T17:24Z,2024-04-03T14:15Z,,,,,4.9,MEDIUM
CVE-2024-22179,2024-04-19T13:10Z,2024-04-18T22:15Z,,,,,,
CVE-2024-22180,2024-04-02T12:50Z,2024-04-02T07:15Z,,,,,,
CVE-2024-22182,2024-04-11T01:24Z,2024-03-01T21:15Z,,,,,,
CVE-2024-22186,2024-04-19T13:10Z,2024-04-18T23:15Z,,,,,,
CVE-2024-22188,2024-03-05T13:41Z,2024-03-05T02:15Z,,,,,,
CVE-2024-22189,2024-04-04T16:33Z,2024-04-04T15:15Z,,,,,,
CVE-2024-22190,2024-01-18T13:48Z,2024-01-11T02:15Z,,,,,7.8,HIGH
CVE-2024-22191,2024-01-24T18:13Z,2024-01-16T22:15Z,,,,,5.4,MEDIUM
CVE-2024-22192,2024-01-24T18:13Z,2024-01-16T22:15Z,,,,,6.5,MEDIUM
CVE-2024-22193,2024-02-08T16:41Z,2024-01-30T16:15Z,,,,,4.3,MEDIUM
CVE-2024-22194,2024-01-19T19:03Z,2024-01-11T03:15Z,,,,,2.8,LOW
CVE-2024-22195,2024-01-27T03:15Z,2024-01-11T03:15Z,,,,,6.1,MEDIUM
CVE-2024-22196,2024-02-29T01:44Z,2024-01-11T20:15Z,,,,,6.5,MEDIUM
CVE-2024-22197,2024-02-29T01:44Z,2024-01-11T18:15Z,,,,,8.8,HIGH
CVE-2024-22198,2024-01-18T19:14Z,2024-01-11T20:15Z,,,,,8.8,HIGH
CVE-2024-22199,2024-01-18T16:54Z,2024-01-11T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22200,2024-02-08T17:01Z,2024-01-30T16:15Z,,,,,5.3,MEDIUM
CVE-2024-22201,2024-05-01T18:15Z,2024-02-26T16:27Z,,,,,,
CVE-2024-22202,2024-02-13T18:30Z,2024-02-05T20:15Z,,,,,6.5,MEDIUM
CVE-2024-22203,2024-01-30T15:30Z,2024-01-23T18:15Z,,,,,9.8,CRITICAL
CVE-2024-22204,2024-02-02T05:07Z,2024-01-23T18:15Z,,,,,5.3,MEDIUM
CVE-2024-22205,2024-01-29T19:48Z,2024-01-23T18:15Z,,,,,9.8,CRITICAL
CVE-2024-22206,2024-01-22T18:38Z,2024-01-12T20:15Z,,,,,9.8,CRITICAL
CVE-2024-22207,2024-02-16T13:15Z,2024-01-15T16:15Z,,,,,5.3,MEDIUM
CVE-2024-22208,2024-02-12T21:40Z,2024-02-05T21:15Z,,,,,6.5,MEDIUM
CVE-2024-22209,2024-01-22T19:20Z,2024-01-13T08:15Z,,,,,8.8,HIGH
CVE-2024-2221,2024-04-10T19:49Z,2024-04-10T17:15Z,,,,,,
CVE-2024-22211,2024-02-17T02:15Z,2024-01-19T20:15Z,,,,,9.8,CRITICAL
CVE-2024-22212,2024-01-26T14:58Z,2024-01-18T19:15Z,,,,,9.8,CRITICAL
CVE-2024-22213,2024-01-25T15:10Z,2024-01-18T20:15Z,,,,,5.4,MEDIUM
CVE-2024-22216,2024-02-15T20:09Z,2024-01-08T07:15Z,,,,,10,CRITICAL
CVE-2024-2222,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-22220,2024-02-22T19:07Z,2024-02-21T16:15Z,,,,,,
CVE-2024-22221,2024-02-16T13:40Z,2024-02-12T19:15Z,,,,,6.5,MEDIUM
CVE-2024-22222,2024-02-16T13:40Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22223,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22224,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22225,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22226,2024-02-16T13:55Z,2024-02-12T19:15Z,,,,,6.5,MEDIUM
CVE-2024-22227,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22228,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,7.8,HIGH
CVE-2024-22229,2024-01-30T23:01Z,2024-01-24T17:15Z,,,,,4.3,MEDIUM
CVE-2024-2223,2024-04-10T13:24Z,2024-04-09T13:15Z,,,,,,
CVE-2024-22230,2024-02-15T06:25Z,2024-02-12T19:15Z,,,,,5.4,MEDIUM
CVE-2024-22233,2024-01-29T17:24Z,2024-01-22T13:15Z,,,,,7.5,HIGH
CVE-2024-22234,2024-03-15T11:15Z,2024-02-20T07:15Z,,,,,,
CVE-2024-22235,2024-02-22T19:07Z,2024-02-21T05:15Z,,,,,,
CVE-2024-22236,2024-02-09T01:01Z,2024-01-31T07:15Z,,,,,5.5,MEDIUM
CVE-2024-22237,2024-02-10T04:12Z,2024-02-06T20:16Z,,,,,7.8,HIGH
CVE-2024-22238,2024-02-10T04:12Z,2024-02-06T20:16Z,,,,,4.8,MEDIUM
CVE-2024-22239,2024-02-10T04:12Z,2024-02-06T20:16Z,,,,,7.8,HIGH
CVE-2024-2224,2024-04-10T13:24Z,2024-04-09T13:15Z,,,,,,
CVE-2024-22240,2024-02-10T04:11Z,2024-02-06T20:16Z,,,,,4.9,MEDIUM
CVE-2024-22241,2024-02-10T04:11Z,2024-02-06T20:16Z,,,,,4.8,MEDIUM
CVE-2024-22243,2024-02-23T16:14Z,2024-02-23T05:15Z,,,,,,
CVE-2024-22245,2024-04-11T01:24Z,2024-02-20T18:15Z,,,,,,
CVE-2024-22246,2024-04-02T18:12Z,2024-04-02T16:15Z,,,,,,
CVE-2024-22247,2024-04-02T18:12Z,2024-04-02T16:15Z,,,,,,
CVE-2024-22248,2024-04-02T18:12Z,2024-04-02T16:15Z,,,,,,
CVE-2024-22250,2024-04-11T01:24Z,2024-02-20T18:15Z,,,,,,
CVE-2024-22251,2024-02-29T13:49Z,2024-02-29T01:44Z,,,,,,
CVE-2024-22252,2024-03-05T18:50Z,2024-03-05T18:15Z,,,,,,
CVE-2024-22253,2024-03-05T18:50Z,2024-03-05T18:15Z,,,,,,
CVE-2024-22254,2024-03-05T18:50Z,2024-03-05T18:15Z,,,,,,
CVE-2024-22255,2024-03-05T18:50Z,2024-03-05T18:15Z,,,,,,
CVE-2024-22256,2024-03-12T15:01Z,2024-03-07T10:15Z,,,,,4.3,MEDIUM
CVE-2024-22257,2024-04-19T07:15Z,2024-03-18T15:15Z,,,,,,
CVE-2024-22258,2024-03-20T13:00Z,2024-03-20T04:15Z,,,,,,
CVE-2024-22259,2024-03-17T22:38Z,2024-03-16T05:15Z,,,,,,
CVE-2024-2226,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-22262,2024-04-16T13:24Z,2024-04-16T06:15Z,,,,,,
CVE-2024-22264,2024-05-08T13:15Z,2024-05-08T04:15Z,,,,,,
CVE-2024-22266,2024-05-08T13:15Z,2024-05-08T04:15Z,,,,,,
CVE-2024-2227,2024-03-22T19:02Z,2024-03-22T16:15Z,,,,,,
CVE-2024-2228,2024-03-22T19:02Z,2024-03-22T16:15Z,,,,,,
CVE-2024-22282,2024-02-06T16:55Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22283,2024-02-01T04:13Z,2024-01-27T00:15Z,,,,,8.8,HIGH
CVE-2024-22284,2024-01-30T17:43Z,2024-01-24T12:15Z,,,,,9.8,CRITICAL
CVE-2024-22285,2024-02-03T00:22Z,2024-01-31T13:15Z,,,,,8.8,HIGH
CVE-2024-22286,2024-02-06T15:08Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22287,2024-02-29T01:44Z,2024-01-31T12:16Z,,,,,6.1,MEDIUM
CVE-2024-22288,2024-03-27T12:29Z,2024-03-27T06:15Z,,,,,,
CVE-2024-22289,2024-02-06T15:15Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-2229,2024-03-18T19:40Z,2024-03-18T16:15Z,,,,,,
CVE-2024-22290,2024-02-13T00:57Z,2024-01-31T12:16Z,,,,,8.8,HIGH
CVE-2024-22291,2024-02-03T00:22Z,2024-01-31T13:15Z,,,,,8.8,HIGH
CVE-2024-22292,2024-02-06T15:23Z,2024-01-31T18:15Z,,,,,5.4,MEDIUM
CVE-2024-22293,2024-02-06T15:44Z,2024-01-31T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22294,2024-01-30T17:44Z,2024-01-24T12:15Z,,,,,7.5,HIGH
CVE-2024-22295,2024-02-06T15:49Z,2024-01-31T18:15Z,,,,,5.4,MEDIUM
CVE-2024-22297,2024-02-06T15:38Z,2024-01-31T18:15Z,,,,,5.4,MEDIUM
CVE-2024-22299,2024-03-27T12:29Z,2024-03-27T06:15Z,,,,,,
CVE-2024-22300,2024-03-27T12:29Z,2024-03-27T06:15Z,,,,,,
CVE-2024-22301,2024-01-30T17:44Z,2024-01-24T12:15Z,,,,,7.5,HIGH
CVE-2024-22302,2024-02-06T15:03Z,2024-01-31T17:15Z,,,,,5.4,MEDIUM
CVE-2024-22304,2024-02-03T00:21Z,2024-01-31T13:15Z,,,,,8.8,HIGH
CVE-2024-22305,2024-02-05T20:42Z,2024-01-31T12:16Z,,,,,8.1,HIGH
CVE-2024-22306,2024-02-06T18:20Z,2024-01-31T17:15Z,,,,,4.8,MEDIUM
CVE-2024-22307,2024-02-06T15:52Z,2024-01-31T17:15Z,,,,,6.1,MEDIUM
CVE-2024-22308,2024-01-30T17:45Z,2024-01-24T12:15Z,,,,,6.1,MEDIUM
CVE-2024-22309,2024-01-30T22:18Z,2024-01-24T12:15Z,,,,,9.8,CRITICAL
CVE-2024-22310,2024-02-06T16:08Z,2024-01-31T17:15Z,,,,,5.4,MEDIUM
CVE-2024-22311,2024-03-27T12:29Z,2024-03-27T06:15Z,,,,,,
CVE-2024-22312,2024-02-15T04:38Z,2024-02-10T16:15Z,,,,,5.5,MEDIUM
CVE-2024-22313,2024-02-15T04:38Z,2024-02-10T16:15Z,,,,,7.8,HIGH
CVE-2024-22317,2024-01-24T21:43Z,2024-01-18T14:15Z,,,,,9.1,CRITICAL
CVE-2024-22318,2024-04-03T02:15Z,2024-02-09T01:15Z,,,,,5.5,MEDIUM
CVE-2024-22319,2024-03-21T02:52Z,2024-02-02T03:15Z,,,,,9.8,CRITICAL
CVE-2024-22320,2024-03-21T02:52Z,2024-02-02T03:15Z,,,,,8.8,HIGH
CVE-2024-22328,2024-04-08T18:48Z,2024-04-06T12:15Z,,,,,,
CVE-2024-22329,2024-04-17T12:48Z,2024-04-17T02:15Z,,,,,,
CVE-2024-22331,2024-02-13T20:26Z,2024-02-06T17:15Z,,,,,5.5,MEDIUM
CVE-2024-22332,2024-04-03T02:15Z,2024-02-09T01:15Z,,,,,6.5,MEDIUM
CVE-2024-22334,2024-04-15T13:15Z,2024-04-12T17:17Z,,,,,,
CVE-2024-22335,2024-02-20T19:50Z,2024-02-17T16:15Z,,,,,,
CVE-2024-22336,2024-02-20T19:50Z,2024-02-17T16:15Z,,,,,,
CVE-2024-22337,2024-02-20T19:50Z,2024-02-17T16:15Z,,,,,,
CVE-2024-22339,2024-04-15T13:15Z,2024-04-12T17:17Z,,,,,,
CVE-2024-22346,2024-03-19T16:50Z,2024-03-14T19:15Z,,,,,7.8,HIGH
CVE-2024-22352,2024-04-01T15:23Z,2024-03-21T02:52Z,,,,,5.5,MEDIUM
CVE-2024-22353,2024-04-02T17:56Z,2024-03-31T12:15Z,,,,,7.5,HIGH
CVE-2024-22354,2024-04-17T12:48Z,2024-04-17T01:15Z,,,,,,
CVE-2024-22355,2024-03-04T13:58Z,2024-03-03T13:15Z,,,,,,
CVE-2024-22356,2024-03-26T17:09Z,2024-03-26T15:15Z,,,,,,
CVE-2024-22357,2024-04-12T12:43Z,2024-04-12T03:15Z,,,,,,
CVE-2024-22358,2024-04-15T13:15Z,2024-04-12T17:17Z,,,,,,
CVE-2024-22359,2024-04-15T13:15Z,2024-04-12T17:17Z,,,,,,
CVE-2024-2236,2024-04-25T17:15Z,2024-03-06T22:15Z,,,,,,
CVE-2024-22360,2024-04-03T17:24Z,2024-04-03T13:16Z,,,,,,
CVE-2024-22361,2024-02-16T21:35Z,2024-02-10T15:15Z,,,,,7.5,HIGH
CVE-2024-22362,2024-04-11T01:24Z,2024-01-16T04:15Z,,,,,7.5,HIGH
CVE-2024-22363,2024-04-05T12:40Z,2024-04-05T06:15Z,,,,,,
CVE-2024-22365,2024-02-14T00:27Z,2024-02-06T08:15Z,,,,,5.5,MEDIUM
CVE-2024-22366,2024-01-30T22:15Z,2024-01-24T05:15Z,,,,,6.8,MEDIUM
CVE-2024-22368,2024-05-05T15:15Z,2024-01-09T09:15Z,,,,,5.5,MEDIUM
CVE-2024-22369,2024-02-20T19:50Z,2024-02-20T15:15Z,,,,,,
CVE-2024-2237,2024-03-13T18:15Z,2024-03-13T16:15Z,,,,,,
CVE-2024-22370,2024-01-12T19:29Z,2024-01-09T10:15Z,,,,,5.4,MEDIUM
CVE-2024-22371,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-22372,2024-01-30T22:17Z,2024-01-24T05:15Z,,,,,6.8,MEDIUM
CVE-2024-22373,2024-05-05T03:15Z,2024-04-25T15:16Z,,,,,8.1,HIGH
CVE-2024-2238,2024-03-13T18:15Z,2024-03-13T16:15Z,,,,,,
CVE-2024-22380,2024-01-30T22:14Z,2024-01-24T02:15Z,,,,,5.5,MEDIUM
CVE-2024-22383,2024-03-05T13:41Z,2024-03-05T03:15Z,,,,,,
CVE-2024-22386,2024-02-10T04:05Z,2024-02-05T08:15Z,,,,,4.7,MEDIUM
CVE-2024-22388,2024-02-14T20:59Z,2024-02-06T23:15Z,,,,,7.8,HIGH
CVE-2024-22389,2024-02-14T18:04Z,2024-02-14T17:15Z,,,,,,
CVE-2024-2239,2024-03-13T18:15Z,2024-03-13T16:15Z,,,,,,
CVE-2024-22391,2024-05-05T03:15Z,2024-04-25T15:16Z,,,,,7.7,HIGH
CVE-2024-22393,2024-02-22T19:07Z,2024-02-22T10:15Z,,,,,,
CVE-2024-22394,2024-02-14T21:46Z,2024-02-08T02:15Z,,,,,9.8,CRITICAL
CVE-2024-22395,2024-02-26T13:42Z,2024-02-24T00:15Z,,,,,,
CVE-2024-22396,2024-03-14T12:52Z,2024-03-14T04:15Z,,,,,,
CVE-2024-22397,2024-03-14T12:52Z,2024-03-14T04:15Z,,,,,,
CVE-2024-22398,2024-03-14T12:52Z,2024-03-14T04:15Z,,,,,,
CVE-2024-22400,2024-01-26T20:55Z,2024-01-18T20:15Z,,,,,6.1,MEDIUM
CVE-2024-22401,2024-01-26T14:42Z,2024-01-18T21:15Z,,,,,4.3,MEDIUM
CVE-2024-22402,2024-01-26T14:11Z,2024-01-18T21:15Z,,,,,5.4,MEDIUM
CVE-2024-22403,2024-05-01T05:15Z,2024-01-18T20:15Z,,,,,3.7,LOW
CVE-2024-22404,2024-01-26T14:37Z,2024-01-18T21:15Z,,,,,4.3,MEDIUM
CVE-2024-22405,2024-04-30T13:11Z,2024-04-30T10:15Z,,,,,,
CVE-2024-22406,2024-01-24T17:04Z,2024-01-16T23:15Z,,,,,9.8,CRITICAL
CVE-2024-22407,2024-01-24T17:03Z,2024-01-16T23:15Z,,,,,6.5,MEDIUM
CVE-2024-22408,2024-01-24T16:58Z,2024-01-16T23:15Z,,,,,8.1,HIGH
CVE-2024-22409,2024-01-25T16:08Z,2024-01-16T23:15Z,,,,,8.8,HIGH
CVE-2024-2241,2024-03-07T13:52Z,2024-03-07T13:15Z,,,,,,
CVE-2024-22410,2024-01-26T18:49Z,2024-01-17T21:15Z,,,,,7.8,HIGH
CVE-2024-22411,2024-01-24T18:54Z,2024-01-16T22:15Z,,,,,5.4,MEDIUM
CVE-2024-22412,2024-03-19T13:26Z,2024-03-18T21:15Z,,,,,,
CVE-2024-22413,2024-03-27T13:15Z,2024-03-27T13:15Z,,,,,,
CVE-2024-22414,2024-01-26T18:50Z,2024-01-17T21:15Z,,,,,5.4,MEDIUM
CVE-2024-22415,2024-01-30T15:22Z,2024-01-18T21:15Z,,,,,9.8,CRITICAL
CVE-2024-22416,2024-01-29T17:02Z,2024-01-18T00:15Z,,,,,8.8,HIGH
CVE-2024-22417,2024-02-15T03:17Z,2024-01-23T18:15Z,,,,,6.1,MEDIUM
CVE-2024-22418,2024-01-25T22:20Z,2024-01-18T21:15Z,,,,,5.4,MEDIUM
CVE-2024-22419,2024-01-26T18:10Z,2024-01-18T19:15Z,,,,,9.8,CRITICAL
CVE-2024-2242,2024-03-14T12:52Z,2024-03-13T22:15Z,,,,,,
CVE-2024-22420,2024-02-10T02:51Z,2024-01-19T21:15Z,,,,,6.1,MEDIUM
CVE-2024-22421,2024-02-10T02:51Z,2024-01-19T21:15Z,,,,,6.5,MEDIUM
CVE-2024-22422,2024-01-25T22:19Z,2024-01-19T01:15Z,,,,,7.5,HIGH
CVE-2024-22423,2024-04-10T16:15Z,2024-04-09T18:15Z,,,,,,
CVE-2024-22424,2024-01-31T19:51Z,2024-01-19T01:15Z,,,,,8.3,HIGH
CVE-2024-22425,2024-02-16T13:37Z,2024-02-16T12:15Z,,,,,,
CVE-2024-22426,2024-02-16T13:37Z,2024-02-16T12:15Z,,,,,,
CVE-2024-22428,2024-01-23T14:13Z,2024-01-16T04:15Z,,,,,7.8,HIGH
CVE-2024-2243,2024-04-10T13:23Z,2024-04-10T11:15Z,,,,,,
CVE-2024-22430,2024-02-03T00:30Z,2024-02-01T10:15Z,,,,,5.5,MEDIUM
CVE-2024-22432,2024-02-01T17:00Z,2024-01-25T15:15Z,,,,,6.5,MEDIUM
CVE-2024-22433,2024-02-13T22:51Z,2024-02-06T07:15Z,,,,,9.8,CRITICAL
CVE-2024-22435,2024-04-15T13:15Z,2024-04-15T09:15Z,,,,,,
CVE-2024-22436,2024-03-27T12:29Z,2024-03-26T19:15Z,,,,,,
CVE-2024-22437,2024-04-15T13:15Z,2024-04-15T10:15Z,,,,,,
CVE-2024-22438,2024-04-15T13:15Z,2024-04-15T10:15Z,,,,,,
CVE-2024-22439,2024-04-15T13:15Z,2024-04-15T10:15Z,,,,,,
CVE-2024-2244,2024-03-27T12:29Z,2024-03-27T02:15Z,,,,,,
CVE-2024-22440,2024-04-17T12:48Z,2024-04-17T07:15Z,,,,,,
CVE-2024-22445,2024-02-27T16:51Z,2024-02-13T08:16Z,,,,,7.2,HIGH
CVE-2024-22448,2024-04-10T13:23Z,2024-04-10T08:15Z,,,,,,
CVE-2024-22449,2024-02-03T00:30Z,2024-02-01T10:15Z,,,,,7.8,HIGH
CVE-2024-2245,2024-03-07T13:52Z,2024-03-07T13:15Z,,,,,,
CVE-2024-22450,2024-04-10T13:23Z,2024-04-10T07:15Z,,,,,,
CVE-2024-22452,2024-03-04T13:58Z,2024-03-04T13:15Z,,,,,,
CVE-2024-22453,2024-03-19T13:26Z,2024-03-19T08:15Z,,,,,,
CVE-2024-22454,2024-02-27T17:10Z,2024-02-13T08:16Z,,,,,8.8,HIGH
CVE-2024-22455,2024-02-14T13:59Z,2024-02-14T07:15Z,,,,,,
CVE-2024-22457,2024-03-01T14:04Z,2024-03-01T11:15Z,,,,,,
CVE-2024-22458,2024-03-01T14:04Z,2024-03-01T11:15Z,,,,,,
CVE-2024-22459,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-22460,2024-05-08T17:05Z,2024-05-08T16:15Z,,,,,,
CVE-2024-22463,2024-03-04T15:35Z,2024-03-04T14:15Z,,,,,,
CVE-2024-22464,2024-02-15T05:03Z,2024-02-08T10:15Z,,,,,6.8,MEDIUM
CVE-2024-2247,2024-03-14T10:15Z,2024-03-13T14:15Z,,,,,,
CVE-2024-22472,2024-05-07T13:39Z,2024-05-07T06:15Z,,,,,,
CVE-2024-22473,2024-02-22T19:07Z,2024-02-21T19:15Z,,,,,,
CVE-2024-22475,2024-03-18T12:38Z,2024-03-18T08:15Z,,,,,,
CVE-2024-2249,2024-03-15T12:53Z,2024-03-14T22:15Z,,,,,,
CVE-2024-22490,2024-01-29T22:48Z,2024-01-23T17:15Z,,,,,6.1,MEDIUM
CVE-2024-22491,2024-01-23T14:28Z,2024-01-16T19:15Z,,,,,5.4,MEDIUM
CVE-2024-22492,2024-01-20T18:42Z,2024-01-12T16:15Z,,,,,5.4,MEDIUM
CVE-2024-22493,2024-01-20T18:42Z,2024-01-12T16:15Z,,,,,5.4,MEDIUM
CVE-2024-22494,2024-01-18T20:39Z,2024-01-12T16:15Z,,,,,5.4,MEDIUM
CVE-2024-22496,2024-01-29T17:38Z,2024-01-23T17:15Z,,,,,6.1,MEDIUM
CVE-2024-22497,2024-01-29T17:38Z,2024-01-23T19:15Z,,,,,6.1,MEDIUM
CVE-2024-2250,2024-03-29T12:45Z,2024-03-29T08:15Z,,,,,,
CVE-2024-22513,2024-03-17T22:38Z,2024-03-16T07:15Z,,,,,,
CVE-2024-22514,2024-02-13T22:09Z,2024-02-06T21:15Z,,,,,8.8,HIGH
CVE-2024-22515,2024-02-13T22:12Z,2024-02-06T21:15Z,,,,,8.8,HIGH
CVE-2024-22519,2024-02-14T19:47Z,2024-02-06T22:16Z,,,,,8.2,HIGH
CVE-2024-2252,2024-03-13T18:15Z,2024-03-13T16:15Z,,,,,,
CVE-2024-22520,2024-02-14T19:45Z,2024-02-06T22:16Z,,,,,8.2,HIGH
CVE-2024-22523,2024-02-05T18:45Z,2024-01-30T09:15Z,,,,,7.5,HIGH
CVE-2024-22526,2024-04-12T12:43Z,2024-04-12T07:15Z,,,,,,
CVE-2024-22529,2024-01-31T18:42Z,2024-01-25T16:15Z,,,,,9.8,CRITICAL
CVE-2024-22532,2024-02-29T13:49Z,2024-02-28T23:15Z,,,,,,
CVE-2024-22533,2024-02-10T04:09Z,2024-02-02T03:15Z,,,,,9.8,CRITICAL
CVE-2024-22543,2024-02-27T14:20Z,2024-02-27T01:15Z,,,,,,
CVE-2024-22544,2024-02-27T14:20Z,2024-02-27T01:15Z,,,,,,
CVE-2024-22545,2024-03-05T18:15Z,2024-01-26T08:15Z,,,,,7.8,HIGH
CVE-2024-22546,2024-04-30T19:35Z,2024-04-30T19:15Z,,,,,,
CVE-2024-22547,2024-02-23T02:42Z,2024-02-22T19:15Z,,,,,,
CVE-2024-22548,2024-01-20T18:51Z,2024-01-18T15:15Z,,,,,5.4,MEDIUM
CVE-2024-22549,2024-01-20T18:51Z,2024-01-18T15:15Z,,,,,5.4,MEDIUM
CVE-2024-2255,2024-03-20T13:00Z,2024-03-20T04:15Z,,,,,,
CVE-2024-22550,2024-02-02T17:14Z,2024-01-26T15:15Z,,,,,6.1,MEDIUM
CVE-2024-22551,2024-02-01T20:10Z,2024-01-26T15:15Z,,,,,6.1,MEDIUM
CVE-2024-22559,2024-02-02T02:03Z,2024-01-29T14:15Z,,,,,5.4,MEDIUM
CVE-2024-2256,2024-03-15T12:53Z,2024-03-14T21:15Z,,,,,,
CVE-2024-22562,2024-01-25T20:22Z,2024-01-19T15:15Z,,,,,7.8,HIGH
CVE-2024-22563,2024-01-25T22:19Z,2024-01-19T15:15Z,,,,,7.5,HIGH
CVE-2024-22567,2024-02-14T19:54Z,2024-02-05T20:15Z,,,,,8.8,HIGH
CVE-2024-22568,2024-01-20T18:49Z,2024-01-18T15:15Z,,,,,8.8,HIGH
CVE-2024-22569,2024-02-06T18:07Z,2024-01-31T02:15Z,,,,,5.4,MEDIUM
CVE-2024-22570,2024-02-02T23:32Z,2024-01-29T20:15Z,,,,,5.4,MEDIUM
CVE-2024-2258,2024-04-29T12:42Z,2024-04-27T04:15Z,,,,,4.4,MEDIUM
CVE-2024-22591,2024-01-20T18:49Z,2024-01-18T15:15Z,,,,,8.8,HIGH
CVE-2024-22592,2024-01-20T18:49Z,2024-01-18T15:15Z,,,,,8.8,HIGH
CVE-2024-22593,2024-01-20T18:49Z,2024-01-18T15:15Z,,,,,8.8,HIGH
CVE-2024-2260,2024-04-16T13:24Z,2024-04-16T00:15Z,,,,,,
CVE-2024-22601,2024-01-23T14:23Z,2024-01-18T17:15Z,,,,,8.8,HIGH
CVE-2024-22603,2024-01-23T14:23Z,2024-01-18T17:15Z,,,,,8.8,HIGH
CVE-2024-2261,2024-04-10T13:23Z,2024-04-09T19:15Z,,,,,,
CVE-2024-2262,2024-04-01T12:49Z,2024-04-01T05:15Z,,,,,,
CVE-2024-22625,2024-01-19T14:40Z,2024-01-16T18:15Z,,,,,7.2,HIGH
CVE-2024-22626,2024-01-19T14:40Z,2024-01-16T18:15Z,,,,,7.2,HIGH
CVE-2024-22627,2024-01-19T14:38Z,2024-01-16T18:15Z,,,,,7.2,HIGH
CVE-2024-22628,2024-01-19T14:33Z,2024-01-16T18:15Z,,,,,7.2,HIGH
CVE-2024-2263,2024-04-01T12:49Z,2024-04-01T05:15Z,,,,,,
CVE-2024-22632,2024-04-26T12:58Z,2024-04-26T04:15Z,,,,,,
CVE-2024-22633,2024-04-26T12:58Z,2024-04-26T04:15Z,,,,,,
CVE-2024-22635,2024-01-29T15:57Z,2024-01-25T21:15Z,,,,,6.1,MEDIUM
CVE-2024-22636,2024-01-29T15:57Z,2024-01-25T21:15Z,,,,,8.8,HIGH
CVE-2024-22637,2024-02-15T15:19Z,2024-01-25T21:15Z,,,,,6.1,MEDIUM
CVE-2024-22638,2024-04-23T20:15Z,2024-01-25T21:15Z,,,,,9.8,CRITICAL
CVE-2024-22639,2024-01-29T15:57Z,2024-01-25T21:15Z,,,,,6.1,MEDIUM
CVE-2024-2264,2024-04-11T01:25Z,2024-03-07T21:15Z,,,,,,
